Title,Link,PropertyType,Price,Location,State,Bedrooms,Bathrooms,Area,Down_Payment,Payment_Method,Price_Per_M
Facilities over 6 years - landscape view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-7364291,Apartment,10068060,Alex West,Agami,4,3,217,0,Installments,46396.59
Cash price in Alex West with installments over 3 y,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-7160949,Apartment,6000000,Alex West,Agami,3,3,183,0,Installments,32786.89
Your apartment with an open view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-victoria-al-galaa-st-7508480,Apartment,1600000,Al Galaa St.,Victoria,4,2,157,0,Cash,10191.08
New apartment in Alex West,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-4073076,Apartment,14317000,Alex West,Agami,4,3,278,0,Installments,51500.0
"Apartment for sale, 180 m, Tharwat (direct tram)",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-tharwat-abd-al-hameed-el-deeb-st-7137752,Apartment,4500000,Abd Al Hameed El Deeb St.,Tharwat,3,2,180,0,Cash,25000.0
"Apartment for sale, 380 m², Kafr Abdo",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-roushdy-kafr-abdo-kafr-abdo-st-7099502,Apartment,17500000,Kafr Abdo St.,Kafr Abdo,3,5,380,0,Cash,46052.63
Apartment for sale- Mohamed Naguib area of ​​100,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-mohammad-ngeeb-street-6251897,Apartment,1400000,Mohammad Ngeeb Street,Sidi Beshr,2,1,100,0,Cash,14000.0
For sale steps from Franciscan School .,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-bolkly-mecca-st-6289515,Apartment,3100000,Mecca St.,Bolkly,3,1,125,0,Cash,24800.0
4 rooms - installments over 3 years,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-7521521,Apartment,10000000,Alex West,Agami,5,3,218,0,Installments,45871.56
Limited time offer at the lowest price Alex West,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-7376269,Apartment,5800000,Alex West,Agami,3,3,184,0,Cash,31521.74
For sale Smouha (136m) Saraya Gardens Compound .,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-el-riada-school-st-7134288,Apartment,5700000,El Riada School St.,Smouha,3,2,136,0,Cash,41911.76
Apartment for sale 275m Dublex Roushdy,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-alexandria-hay-sharq-roushdy-syria-st-5486675,Duplex,6500000,Syria St.,Roushdy,4,3,275,0,Cash,23636.36
Open view of the plaza and the street-Ultra super,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-6687270,Apartment,9150000,Vee Sawari,Waterfront,3,3,147,0,Installments,62244.9
Apartment for sale 230 m Gleem (Mostafa Fahmy St.),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-glim-mostafa-fahmy-st-5776318,Apartment,4500000,Mostafa Fahmy St.,Glim,3,2,230,0,Cash,19565.22
"Villa for sale, 300 m + 500 m garden, North Coast",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-hay-al-agami-al-hanouvel-alexandria-marsa-matrouh-road-6855030,Villa,17500000,Alexandria Marsa Matrouh Road,Al Hanouvel,3,3,300,0,Cash,58333.33
Apartment for sale 200m Smouha (Edmond Fremont),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-qareat-mubarak-al-olympia-st-7175290,Apartment,7600000,Qareat Mubarak Al Olympia St.,Smouha,3,2,200,0,Cash,38000.0
Apartment for sale 150 m Sidi Bishr (directly on t,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-sidi-beshr-el-gaish-road-5552709,Apartment,4900000,El Gaish Road,Sidi Beshr,3,2,150,0,Cash,32666.67
"Limited time, Facilities 3 years, Prime location",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-alex-west-7220634,Apartment,6300000,Alex West,Agami,3,3,183,0,Installments,34426.23
"With an open view, steps from the sea",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-el-mandara-al-geish-road-7449051,Apartment,2500000,Al Geish Road,El Mandara,2,1,80,0,Cash,31250.0
Corner apartment for sale-Abu Qir Street,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-zezenia-abou-quer-road-7085876,Apartment,5600000,Abou Quer Road,Zezenia,3,2,185,0,Cash,30270.27
"for sale145 m, Al Asafira ,Gamal Abdel Nasser St.",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-than-el-montazah-asafra-el-asafra-bahary-gamal-abdel-nasser-road-7355675,Apartment,2600000,Gamal Abdel Nasser Road,El Asafra Bahary,3,2,145,0,Cash,17931.03
"Saba Pasha for sale, steps from Al-Merghani .",https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-saba-basha-abd-al-monsef-ghazi-st-5191817,Apartment,2600000,Abd Al Monsef Ghazi St.,Saba Basha,2,2,130,0,Cash,20000.0
* Unit for sale in Palm Hills Alexandria 232M,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-5421863,Apartment,22148000,Palm Hills,Palm Hills,3,2,232,0,Installments,95465.52
Apartment for sale 100 m Gleem,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-glim-zahran-roshdy-st-5625236,Apartment,2650000,Zahran Roshdy St.,Glim,3,1,100,0,Cash,26500.0
Receive your unit at the lowest price within a yea,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-7255360,Apartment,7100000,Vee Sawari,Waterfront,3,3,220,0,Cash,32272.73
Apartment for sale 123 m Smouha (Muruj),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-vee-muruj-6995140,Apartment,4700000,Vee Muruj,Smouha,2,2,123,0,Installments,38211.38
Apartment for sale 122 m Smouha Valori Antoniades,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-valore-smouha-6995306,Apartment,4000000,Valore Smouha,Smouha,2,2,122,0,Cash,32786.89
Apartment with Open street view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-awal-el-montazah-miami-mahmoud-al-essawy-st-7419994,Apartment,2450000,Mahmoud Al Essawy St.,Miami,3,1,135,0,Cash,18148.15
Own apartment with side sea view and easy payment,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-sidi-gaber-sidi-gaber-st-7411002,Apartment,7500000,Sidi Gaber St.,Sidi Gaber,3,2,200,0,Cash,37500.0
Own your apartment with an open view,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-smouha-albert-al-awal-st-7498183,Apartment,9500000,Albert Al Awal St.,Smouha,3,3,300,0,Cash,31666.67
Apartment for sale 214 m Gleem (Ibrahim Al-Halabi),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-glim-ibrahim-al-halaby-st-6694719,Apartment,5200000,Ibrahim Al Halaby St.,Glim,3,3,214,0,Cash,24299.07
Apartment for sale 165 m (Palm Hills - Alexandria),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-alexandria-compounds-palm-hills-6692819,Apartment,14784000,Palm Hills,Palm Hills,3,3,165,0,Installments,89600.0
Own  villa in Sawary with open view of the lake,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-sawary-waterfront-vee-sawari-7453269,Villa,17550000,Vee Sawari,Waterfront,4,5,315,0,Installments,55714.29
Twin house for sale 284 m (Alex West),https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-alexandria-compounds-alex-west-6763607,Villa,22700000,Alex West,Agami,4,4,284,0,Installments,79929.58
"Apartment for sale, 199 m, Sporting (directly on the sea)",https://www.bayut.eg/en/property/details-503015903.html,Apartment,9000000,Sporting,Sporting,3,3,199,0,Cash,45226.13
"Apartment for sale, 190 sq m, Smouha, in a gated compound with full services.",https://www.bayut.eg/en/property/details-502863328.html,Apartment,13275300,The One,Smouha,3,3,189,156722,Installments,70239.68
"Apartment for sale, 210 sq m, Azarita (sea view, Alexandria Library, and Shallalat Gardens)",https://www.bayut.eg/en/property/details-502910316.html,Apartment,18150000,Azarita,Azarita,4,3,210,4540000,Installments,86428.57
"Apartment for sale, 155 sq m, Alex West Compound (Down payment: EGP 360,000 - Delivery in one year)",https://www.bayut.eg/en/property/details-502897023.html,Apartment,7200000,Alex West,Agami,3,2,155,360000,Installments,46451.61
"Apartment for sale in Al-Saraya, sea view, side, 95m, licensed, price includes parking space.",https://www.bayut.eg/en/property/details-503023477.html,Apartment,3750000,Laurent,Laurent,2,1,95,0,Cash,39473.68
"Apartment for sale in Saba Pasha, 130m, very prime location.",https://www.bayut.eg/en/property/details-503023440.html,Apartment,2350000,Saba Pasha,Saba Basha,3,1,130,0,Cash,18076.92
A special opportunity to sell a unit in Murooj with an area of 119 square meters,https://www.bayut.eg/en/property/details-502910492.html,Penthouse,6426000,Murooj,Smouha,2,2,119,94000,Installments,54000.0
Apartment for sale 170 sqm in Smouha (El Reyada St. ) open view,https://www.bayut.eg/en/property/details-502260643.html,Apartment,5350000,Smouha,Smouha,3,2,170,0,Cash,31470.59
Apartment for Sale – 179 m² – Smouha – Brand Tower (14th of May Road),https://www.bayut.eg/en/property/details-502817051.html,Apartment,7300000,Smouha,Smouha,3,2,179,0,Cash,40782.12
Elmandra,https://www.bayut.eg/en/property/details-503015848.html,Apartment,2650000,Mandara,Mandara,2,1,100,0,Cash,26500.0
"For luxury enthusiasts, an apartment for sale in Janaklis, 185m (steps from Abou Qir)",https://www.bayut.eg/en/property/details-502912861.html,Apartment,6100000,Gianaclis,Gianaclis,3,2,185,0,Cash,32972.97
Sidi Bishr (direct sea view),https://www.bayut.eg/en/property/details-502905009.html,Apartment,7500000,Sidi Beshr,Sidi Beshr,3,2,225,0,Cash,33333.33
"Loran, Abu Qir Main Street (Brand Building)",https://www.bayut.eg/en/property/details-502904019.html,Apartment,5300000,Laurent,Laurent,3,2,155,0,Cash,34193.55
Apartment for sale 140m in Sporting - steps from Abu Qir Street,https://www.bayut.eg/en/property/details-503016162.html,Apartment,3700000,Sporting,Sporting,3,2,140,0,Cash,26428.57
Apartment for sale 105m Police Towers - Al-Riyada Street (open views),https://www.bayut.eg/en/property/details-503016151.html,Apartment,3700000,Smouha,Smouha,2,1,105,0,Cash,35238.1
Apartment for sale 100 m Miami (Al-Eissawi Street),https://www.bayut.eg/en/property/details-503015580.html,Apartment,3000000,Miami,Miami,2,1,100,0,Cash,30000.0
Apartment for sale in Al Saraya Compound,https://www.bayut.eg/en/property/details-503015527.html,Apartment,7300000,Smouha,Smouha,3,2,209,0,Cash,34928.23
165 sq m Apartment for Sale in Smouha - 2nd Street from Mustafa Kamel (Steps to Smouha Club),https://www.bayut.eg/en/property/details-503015352.html,Apartment,5100000,Smouha,Smouha,3,1,165,0,Cash,30909.09
Apartment in front of Smouha Club,https://www.bayut.eg/en/property/details-503015218.html,Apartment,6000000,Smouha,Smouha,3,2,155,0,Cash,38709.68
"Apartment for sale, 184 sq m, Smouha - Grand View Compound",https://www.bayut.eg/en/property/details-503014954.html,Apartment,11040000,Grand View,Smouha,3,2,184,0,Cash,60000.0
Apartment for sale 167 m in Lorient (Omar Mokhtar Street),https://www.bayut.eg/en/property/details-503014770.html,Apartment,2850000,Laurent,Laurent,2,2,167,0,Cash,17065.87
Investment opportunity in the heart of Smouha – Crystal Tower,https://www.bayut.eg/en/property/details-503014633.html,Apartment,13688000,Smouha,Smouha,3,3,236,6844000,Installments,58000.0
Apartment for sale - Cleopatra - Second number from Port Said Street,https://www.bayut.eg/en/property/details-503014335.html,Apartment,4700000,Cleopatra,Cleopatra,3,2,165,0,Cash,28484.85
Sidi Bishr- Iskandar Ibrahim Street,https://www.bayut.eg/en/property/details-502905150.html,Apartment,2650000,Sidi Beshr,Sidi Beshr,2,1,125,0,Cash,21200.0
Apartment for Sale – 150 sqm in Mostafa Kamel (Al Madina Medical Towers),https://www.bayut.eg/en/property/details-502864864.html,Apartment,4700000,Moustafa kamel,Sidi Gaber,3,2,150,0,Cash,31333.33
"Apartment for sale, 125 m in Kafr Abdo",https://www.bayut.eg/en/property/details-502859829.html,Apartment,2700000,Kafr Abdo,Kafr Abdo,2,1,125,0,Cash,21600.0
"Apartment for sale 168 m - louran - Abu Qir Main Street - Price 4,900,000 million",https://www.bayut.eg/en/property/details-502855659.html,Apartment,4800000,Laurent,Laurent,3,2,168,0,Cash,28571.43
"Apartment for sale, 125 sq m - Moharram Bek (Mansha)",https://www.bayut.eg/en/property/details-502841315.html,Apartment,3400000,Moharam Bik,Moharam Bik,4,1,125,0,Cash,27200.0
Apartment for Sale – 110 sqm – Asafra Bahary (Gamal Abdel Nasser Street),https://www.bayut.eg/en/property/details-502831885.html,Apartment,2400000,Asafra,Asafra,2,1,109,0,Cash,22018.35
Apartment for Sale – 100 sqm in Moharram Bey (Steps from Suez Canal Street),https://www.bayut.eg/en/property/details-502827187.html,Apartment,2300000,Moharam Bik,Moharam Bik,3,1,120,0,Cash,19166.67
"Apartment for Sale – 100 sqm – Smouha (Fakhr El-Din Street), just steps from Fawzy Moaz St",https://www.bayut.eg/en/property/details-502539512.html,Apartment,2700000,Smouha,Smouha,2,1,100,0,Cash,27000.0
Apartment for Sale 163 m Victoria (El Galaa St) open view,https://www.bayut.eg/en/property/details-502466305.html,Apartment,2650000,Victoria,Victoria,4,1,163,0,Cash,16257.67
"Apartment for sale 230m / Zizinya Ahmed Yahya Street, 2016 building, licensed brand, open views",https://www.bayut.eg/en/property/details-503015950.html,Apartment,10800000,Zezenia,Zezenia,3,3,230,0,Cash,46956.52
"Spacious 3Bedrooms Apartment in Tower G with Stunning Lake View in Skyline, Alexandria",https://www.bayut.eg/en/property/details-503015806.html,Apartment,12329000,Orouba Skyline,Smouha,3,3,163,10000000,Installments,75638.04
Apartment for sale 200 m Al-Saray (direct Corniche),https://www.bayut.eg/en/property/details-503015256.html,Apartment,10500000,Sidi Beshr,Sidi Beshr,3,2,200,0,Cash,52500.0
"Apartment for sale - Smouha, villa district",https://www.bayut.eg/en/property/details-503015122.html,Apartment,12500000,Smouha,Smouha,3,3,273,0,Cash,45787.55
A distinctive apartment for sale in a strategic location – Super Lux finishing – A great deal!,https://www.bayut.eg/en/property/details-503015059.html,Apartment,2000000,Miami,Miami,2,1,120,0,Cash,16666.67
Apartment for sale 135 m Al-Mandara (branching from Al-Nabawi Al-Mohandis street),https://www.bayut.eg/en/property/details-503014763.html,Apartment,2100000,Mandara,Mandara,3,2,135,0,Cash,15555.56
"Apartment for sale, 155 sq m, Alex West Compound (Down payment: EGP 363,630)",https://www.bayut.eg/en/property/details-503014761.html,Apartment,7272000,Alex West,Agami,3,2,155,363630,Installments,46916.13
A distinctive apartment/villa for sale in a strategic location – Super Lux finishing – A great deal!,https://www.bayut.eg/en/property/details-503014610.html,Apartment,4500000,Smouha,Smouha,2,2,145,0,Cash,31034.48
A distinctive apartment for sale in a strategic location – ultra-luxurious finishing – a steal!,https://www.bayut.eg/en/property/details-503014384.html,Duplex,16000000,Smouha,Smouha,5,5,640,0,Cash,25000.0
Your apartment is ready for immediate delivery in The Best project – Alexandria,https://www.bayut.eg/en/property/details-503014370.html,Apartment,3518000,Mandara,Mandara,2,2,151,1759000,Installments,23298.01
"Apartment for sale, 190 sq m, Smouha - Valori Antoniadis Compound",https://www.bayut.eg/en/property/details-503014304.html,Apartment,8056000,Valore Antoniades,Smouha,3,2,190,2416800,Installments,42400.0
Apartment for sale 280 m Camp Shizar (Heliopolis St),https://www.bayut.eg/en/property/details-502877870.html,Apartment,9250000,Camp Caesar,Camp Caesar,4,2,280,0,Cash,33035.71
"Apartment for resale, 255 sq m, Smouha (Solik - Alnaql Walhandasa)",https://www.bayut.eg/en/property/details-502860379.html,Apartment,15500000,Smouha,Smouha,3,3,255,0,Cash,60784.31
Duplex Apartment for Sale 240m El Ibrahimeya,https://www.bayut.eg/en/property/details-502823914.html,Apartment,10500000,Al Ibrahimiyyah,Al Ibrahimiyyah,3,3,240,0,Cash,43750.0
"Apartment for Sale – 120 m², Sidi Bishr Bahari (Off Khaled Ibn Al Walid St. )",https://www.bayut.eg/en/property/details-502799047.html,Apartment,2600000,Sidi Beshr,Sidi Beshr,2,1,120,0,Cash,21666.67
"Palace for sale in the upscale area of King Mariout, registered and licensed, super lux work.",https://www.bayut.eg/en/property/details-503030203.html,Villa,13500000,King Mariout,King Mariout,5,5,500,0,Cash,27000.0
"A lovely apartment for sale in Al Mandara, Al Zuhour Compound",https://www.bayut.eg/en/property/details-503023470.html,Apartment,2200000,Mandara,Mandara,3,1,145,0,Cash,15172.41
Own a villa at the price of an apartment now in the Malaz project – New Alamein next to Smouha Club.,https://www.bayut.eg/en/property/details-503025123.html,Townhouse,10000000,Borg El Arab,Borg El Arab,5,4,295,1000000,Installments,33898.31
Your opportunity resides in the heart of Camp Shizar – Tanis Street | The second number from the sea,https://www.bayut.eg/en/property/details-502982967.html,Apartment,2700000,Camp Caesar,Camp Caesar,2,1,120,0,Cash,22500.0
"Apartment for sale, 153 sq m, Alex West Compound",https://www.bayut.eg/en/property/details-503014067.html,Apartment,5850000,Alex West,Agami,3,2,153,5000000,Installments,38235.29
125 sqm apartment in Abhi Hayat project – New Miami,https://www.bayut.eg/en/property/details-503014030.html,Apartment,4500000,Abha Hayah,Montazah,2,2,125,1125000,Installments,36000.0
"For sale, an apartment in Roshdy (Alfred Lian St) 185m",https://www.bayut.eg/en/property/details-502316124.html,Apartment,6900000,Roushdy,Roushdy,3,2,185,0,Cash,37297.3
"For sale, an apartment of 350 square meters in Kafr Abdu, a distinctive building.",https://www.bayut.eg/en/property/details-502315635.html,Apartment,25000000,Kafr Abdo,Kafr Abdo,2,4,350,0,Cash,71428.57
"Apartment for sale on Abu Qir Street in Loran, in front of Al-Iqbal Street",https://www.bayut.eg/en/property/details-503013863.html,Apartment,8300000,Laurent,Laurent,3,2,300,0,Cash,27666.67
Apartment for sale - Brand Tower in Ganaklis,https://www.bayut.eg/en/property/details-503013830.html,Apartment,3550000,Gianaclis,Gianaclis,3,2,165,0,Cash,21515.15
184 m apartment for sale in Alex West with flexible payment over 2.5 years,https://www.bayut.eg/en/property/details-503008964.html,Apartment,7000000,Alex West,Agami,3,3,184,3650000,Installments,38043.48
